"periodo";"nivel_general_aperturas";"indice_icc"
"2024-09-01";"1_50v1513970_d3_713rr@$";1032.28466475504
"2024-09-01";"2_3$7ruc7ur@";972.339298733098
"2024-09-01";"3_@|8@91|3r1@";988.689963016977
"2024-09-01";"4_y3$3r1@";1089.96694019718
"2024-09-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1198.59412343596
"2024-09-01";"6_19$7@|@c109_d3_g@$";1139.16008079275
"2024-09-01";"7_19$7@|@c109_3|3c7r1c@";969.368536272363
"2024-09-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";938.893348707544
"2024-09-01";"9_c@rp1973r1@_d3_5@d3r@";1202.0800979899
"2024-09-01";"10_@$c39$0r3$";1463.7871563356
"2024-09-01";"11_v1dr10$";1172.80867565672
"2024-09-01";"12_p197ur@";1040.86736768721
"2024-09-01";"13_07r0$_7r@8@j0$_y_g@$70$";1242.72447291877
"2024-10-01";"1_50v1513970_d3_713rr@$";1037.09915728861
"2024-10-01";"2_3$7ruc7ur@";978.839566969751
"2024-10-01";"3_@|8@91|3r1@";993.281820306016
"2024-10-01";"4_y3$3r1@";1095.4572288801
"2024-10-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1229.5647571555
"2024-10-01";"6_19$7@|@c109_d3_g@$";1150.70015860321
"2024-10-01";"7_19$7@|@c109_3|3c7r1c@";975.854910545783
"2024-10-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";949.211098623618
"2024-10-01";"9_c@rp1973r1@_d3_5@d3r@";1229.21761193377
"2024-10-01";"10_@$c39$0r3$";1519.73977883738
"2024-10-01";"11_v1dr10$";1185.34082937096
"2024-10-01";"12_p197ur@";1048.43141811422
"2024-10-01";"13_07r0$_7r@8@j0$_y_g@$70$";1274.21722020494
"2024-11-01";"1_50v1513970_d3_713rr@$";1069.20570217189
"2024-11-01";"2_3$7ruc7ur@";980.646381556323
"2024-11-01";"3_@|8@91|3r1@";999.345746952325
"2024-11-01";"4_y3$3r1@";1110.98648090206
"2024-11-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1233.40280017532
"2024-11-01";"6_19$7@|@c109_d3_g@$";1147.787010804
"2024-11-01";"7_19$7@|@c109_3|3c7r1c@";979.088661583754
"2024-11-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";951.309970370586
"2024-11-01";"9_c@rp1973r1@_d3_5@d3r@";1256.7039961504
"2024-11-01";"10_@$c39$0r3$";1570.08724764127
"2024-11-01";"11_v1dr10$";1241.41788136254
"2024-11-01";"12_p197ur@";1064.46871550572
"2024-11-01";"13_07r0$_7r@8@j0$_y_g@$70$";1312.6347407844
"2024-12-01";"1_50v1513970_d3_713rr@$";1144.02539230172
"2024-12-01";"2_3$7ruc7ur@";1104.38601317799
"2024-12-01";"3_@|8@91|3r1@";1146.33996986568
"2024-12-01";"4_y3$3r1@";1184.44713383317
"2024-12-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1250.84063148667
"2024-12-01";"6_19$7@|@c109_d3_g@$";1160.30988626659
"2024-12-01";"7_19$7@|@c109_3|3c7r1c@";1015.56861931003
"2024-12-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";951.885043714331
"2024-12-01";"9_c@rp1973r1@_d3_5@d3r@";1269.51923707868
"2024-12-01";"10_@$c39$0r3$";1607.45155726895
"2024-12-01";"11_v1dr10$";1266.2668563411
"2024-12-01";"12_p197ur@";1070.36251670249
"2024-12-01";"13_07r0$_7r@8@j0$_y_g@$70$";1389.77395866999
"2025-01-01";"1_50v1513970_d3_713rr@$";1189.30696769898
"2025-01-01";"2_3$7ruc7ur@";1108.46664924275
"2025-01-01";"3_@|8@91|3r1@";1155.36898421574
"2025-01-01";"4_y3$3r1@";1195.83210342995
"2025-01-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1259.23784950505
"2025-01-01";"6_19$7@|@c109_d3_g@$";1167.11897951714
"2025-01-01";"7_19$7@|@c109_3|3c7r1c@";1019.04016003623
"2025-01-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";961.462788084013
"2025-01-01";"9_c@rp1973r1@_d3_5@d3r@";1283.00925217087
"2025-01-01";"10_@$c39$0r3$";1640.59805214568
"2025-01-01";"11_v1dr10$";1318.35489905682
"2025-01-01";"12_p197ur@";1077.97304362981
"2025-01-01";"13_07r0$_7r@8@j0$_y_g@$70$";1421.13077698143
"2025-02-01";"1_50v1513970_d3_713rr@$";1226.61578083664
"2025-02-01";"2_3$7ruc7ur@";1136.23945967509
"2025-02-01";"3_@|8@91|3r1@";1191.56883757282
"2025-02-01";"4_y3$3r1@";1199.5778971604
"2025-02-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1289.64447862654
"2025-02-01";"6_19$7@|@c109_d3_g@$";1179.73403462159
"2025-02-01";"7_19$7@|@c109_3|3c7r1c@";1021.78040311014
"2025-02-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";961.001561747405
"2025-02-01";"9_c@rp1973r1@_d3_5@d3r@";1301.01817625057
"2025-02-01";"10_@$c39$0r3$";1650.78877954753
"2025-02-01";"11_v1dr10$";1332.85719853457
"2025-02-01";"12_p197ur@";1080.41886945913
"2025-02-01";"13_07r0$_7r@8@j0$_y_g@$70$";1445.42974468166
"2025-03-01";"1_50v1513970_d3_713rr@$";1243.69251254139
"2025-03-01";"2_3$7ruc7ur@";1131.48135411365
"2025-03-01";"3_@|8@91|3r1@";1186.2840521791
"2025-03-01";"4_y3$3r1@";1232.56685754767
"2025-03-01";"5_19$7@|@c109_$@917@r1@_y_c097r@19c39d10";1303.27651938042
"2025-03-01";"6_19$7@|@c109_d3_g@$";1184.19796933671
"2025-03-01";"7_19$7@|@c109_3|3c7r1c@";1050.06793991092
"2025-03-01";"8_c@rp1973r1@_537@|1c@_y_h3rr3r1@";970.13121597361
"2025-03-01";"9_c@rp1973r1@_d3_5@d3r@";1323.24963363153
"2025-03-01";"10_@$c39$0r3$";1673.11808866795
"2025-03-01";"11_v1dr10$";1366.68680333619
"2025-03-01";"12_p197ur@";1089.60233544414
"2025-03-01";"13_07r0$_7r@8@j0$_y_g@$70$";1452.31649588411
